ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
9821 ; 0 ; 2,5,1/2,1/6,6,3,6,7,8,2,5,1/2,1,1/7,9,1/3,4,6,9,1/5,1,1/5,2,4,1/5,1/5,1/7,1/3,1/8,5,4,4,1/8,5,1/3,4,2,1/5,1/8,1/3,5,4,1/4,1/8,4 ; 10 ; 0.2021,0.1261,0.1097,0.0456,0.0672,0.0695,0.1615,0.0542,0.0947,0.0694 ; 0.2021,0.1261,0.1097,0.0456,0.0672,0.0695,0.1615,0.0542,0.0947,0.0694 ; 6.047035 ; 6.047036 ; 6.047 ; 1 
9822 ; 0 ; 5,1/4,1/5,1,2,1/7,1/6,1/3,8,3,1/6,6,8,9,5,5,1/3,2,4,3,1/3,9,1,2,5,1/9,1/5,6,4,2,1,9,1/4,1/8,9,7,9,3,9,3,4,1/2,8,1/6,7,4,6,1/3,1/3,1/3,1/7,1/8,1,7,8,1/7,1/8,1/4,6,1/3,9,2,1/4,1/9,8,7,7,1/9,1/4,1/2,4,3,7,1/2,1/5,7,8,1/8 ; 13 ; 0.066,0.2025,0.0631,0.0806,0.0964,0.0334,0.1185,0.0394,0.0906,0.0358,0.0447,0.0359,0.0931 ; 0.066,0.2025,0.0631,0.0806,0.0964,0.0334,0.1185,0.0394,0.0906,0.0358,0.0447,0.0359,0.0931 ; 7.525962 ; 7.525962 ; 7.526 ; 1 
9823 ; 0 ; 3,4,7,3,1/8,7 ; 4 ; 0.7058,0.057,0.1628,0.0743 ; 0.7058,0.057,0.1628,0.0743 ; 0.8413383 ; 0.8413383 ; 0.8413 ; 1 
9824 ; 0 ; 1/4,1/8,4,1/9,1/6,1/2,1/5,1/7,7,6,5,7,1/8,1/3,2,1/9,1/4,1/4,1/7,3,8,6,5,3,1/3,2,1/7,5,1/6,1/4,1/9,3,3,7,2,9,1/7,7,3,1/5,4,1/2,9,6,7,1/7,1,5,5,3,1/2,2,1/6,7,1/3,1/2,5,1/6,2,1/9,7,1/4,1/3,4,1/2,1/5,1/7,1/3,5,1/2,1/5,1/8,1/2,1/5,1/2,1/7,1/2,1,9,1/2,1/5,1,1/5,7,1/9,1/6,5,4,1/2,7,4,1/4,5,8,6,7,6,1/4,1/7,1/3,6,5,6,8,1/5 ; 15 ; 0.0409,0.0588,0.0701,0.1042,0.0739,0.0921,0.0543,0.0796,0.0479,0.0483,0.0826,0.0579,0.0835,0.0539,0.0518 ; 0.0409,0.0588,0.0701,0.1042,0.0739,0.0921,0.0543,0.0796,0.0479,0.0483,0.0826,0.0579,0.0835,0.0539,0.0518 ; 9.056705 ; 9.056705 ; 9.0567 ; 1 
9825 ; 0 ; 1/6,4,6,1/4,1/6,1/6,1/7,1/6,1/6,9 ; 5 ; 0.2307,0.1154,0.148,0.3347,0.1712 ; 0.2307,0.1154,0.148,0.3347,0.1712 ; 8.80574 ; 8.80574 ; 8.8057 ; 1 
9826 ; 0 ; 1,1/8,9 ; 3 ; 0.0586,0.8285,0.1129 ; 0.0586,0.8285,0.1129 ; 1.349764 ; 1.349764 ; 1.3498 ; 1 
9827 ; 0 ; 9,5,8,9,4,2,1/7,1/9,7,1/6,1/7,1/6,6,1/3,1/2,1/9,1/8,1/9,1,1/6,1/9,1/6,2,3,1/6,3,5,7,1/5,1/2,4,6,6,1,1/2,1/5 ; 9 ; 0.0934,0.0528,0.0327,0.0771,0.0986,0.2068,0.0781,0.1598,0.2007 ; 0.0934,0.0528,0.0327,0.0771,0.0986,0.2068,0.0781,0.1598,0.2007 ; 6.713244 ; 6.713243 ; 6.7132 ; 1 
9828 ; 0 ; 1/9,7,5,4,5,1/2,1/9,1/2,5,6,2,7,8,1/6,1/8,1/6,9,1/4,6,8,8,1/6,4,1/5,3,1/2,8,7,5,1/7,5,1/6,2,1/3,5,1/6,5,1/4,9,1/5,7,1/7,1/8,1/4,7,8,1/9,1/8,1/8,1/3,1/8,1/6,1/7,4,1/2,1/7,9,1,1/4,1/8,1/6,2,1/9,6,9,1,1/4,3,2,7,6,8,1/4,1/8,1/2,1/7,2,7 ; 13 ; 0.086,0.0845,0.0674,0.0928,0.0503,0.0618,0.0445,0.1019,0.0913,0.0465,0.0671,0.1498,0.0559 ; 0.086,0.0845,0.0674,0.0928,0.0503,0.0618,0.0445,0.1019,0.0913,0.0465,0.0671,0.1498,0.0559 ; 10.73531 ; 10.73531 ; 10.7353 ; 1 
9829 ; 0 ; 7,9,7,1/3,1/7,8,1/3,5,1/2,2,2,1/7,9,1/8,8,1/3,1/2,1/5,6,8,1,2,7,1/8,5,1/4,1/2,3 ; 8 ; 0.183,0.1159,0.0644,0.2078,0.0758,0.0906,0.1693,0.0931 ; 0.183,0.1159,0.0644,0.2078,0.0758,0.0906,0.1693,0.0931 ; 8.066271 ; 8.066271 ; 8.0663 ; 1 
9830 ; 0 ; 2,1/3,8,7,9,1/8,9,1,1,4,5,3,1/8,5,9,6,1/8,7,1/5,1/9,6,1/8,1/6,1/9,4,3,5,9,1/3,1/7,1/8,1/8,1/4,1/5,1/9,5 ; 9 ; 0.1854,0.1892,0.0868,0.054,0.1167,0.0529,0.0908,0.1242,0.1 ; 0.1854,0.1892,0.0868,0.054,0.1167,0.0529,0.0908,0.1242,0.1 ; 10.67193 ; 10.67193 ; 10.6719 ; 1 
9831 ; 0 ; 1/2,6,1,9,4,2,1/9,7,9,1/6,5,9,8,9,1/6 ; 6 ; 0.2816,0.0776,0.0767,0.5006,0.0328,0.0307 ; 0.2816,0.0776,0.0767,0.5006,0.0328,0.0307 ; 0.7476287 ; 0.7476287 ; 0.7476 ; 1 
9832 ; 0 ; 9,1/6,4,1/3,2,1/2,6,6,7,7,1,3,8,1/7,1/5,1/8,1/3,1/9,9,1/8,6,2,3,1,1/5,1/4,2,8,5,1/2,1/6,1/3,7,9,7,7,1/6,1/3,4,1/3,1/3,7,1/6,1/8,4,9,1/9,1/4,1/9,1/2,6,6,1/6,8,7,9,1/8,2,8,1/8,1/4,1/9,3,8,9,9,3,2,1/7,5,1/3,1/8,1/2,8,1/8,1/2,1/7,1 ; 13 ; 0.1956,0.0394,0.0784,0.1405,0.0377,0.0849,0.0501,0.0829,0.0298,0.0512,0.0456,0.0717,0.0922 ; 0.1956,0.0394,0.0784,0.1405,0.0377,0.0849,0.0501,0.0829,0.0298,0.0512,0.0456,0.0717,0.0922 ; 8.493384 ; 8.493384 ; 8.4934 ; 1 
9833 ; 0 ; 8,1,8,1/6,8,1/5,7,4,6,1/7,4,1/6,1/7,1/3,1/6,1/6,1/9,1/2,2,9,1,7,7,1/4,2,5,8,1/2,1/6,1/3,7,3,6,9,1/4,1/3,1/5,3,1/3,1,3,1/7,7,7,4,1/7,1/9,6,7,1/4,9,8,1/7,7,2,1,1/4,5,6,1,1/6,1/4,8,1/2,4,1/8,1/8,9,1/2,1,5,1/5,9,1/7,3,1/9,1/5,2,2,6,1,1/9,8,1/5,6,6,1/9,1/4,2,6,1/5 ; 14 ; 0.0718,0.0555,0.1534,0.0616,0.0708,0.0917,0.0735,0.0526,0.0548,0.0538,0.0401,0.0403,0.0917,0.0884 ; 0.0718,0.0555,0.1534,0.0616,0.0708,0.0917,0.0735,0.0526,0.0548,0.0538,0.0401,0.0403,0.0917,0.0884 ; 9.594678 ; 9.594678 ; 9.5947 ; 1 
9834 ; 0 ; 1/8,4,2,8,4,1/3,7,1/8,1/7,1/8 ; 5 ; 0.1569,0.5653,0.0637,0.116,0.0981 ; 0.1569,0.5653,0.0637,0.116,0.0981 ; 4.772222 ; 4.772222 ; 4.7722 ; 1 
9835 ; 0 ; 1/4,3,9,1/5,1,1/8,8,5,1/6,1/4,1/5,3,5,1/7,2,9,3,3,1/5,6,5,9,1/3,1/8,1/2,4,1/7,1/7 ; 8 ; 0.1265,0.1584,0.1473,0.134,0.1498,0.0813,0.1235,0.0791 ; 0.1265,0.1584,0.1473,0.134,0.1498,0.0813,0.1235,0.0791 ; 9.335827 ; 9.335828 ; 9.3358 ; 1 
9836 ; 0 ; 7,4,1/9,8,1/7,9,1/2,6,1,1/3,4,1/4,7,9,5,1/9,1,7,2,1/9,1/9,1/4,1/8,1/7,3,1/7,9,6,1/6,1/5,1/5,1/7,1,5,1,9,1/8,1/6,1/6,1/6,1/6,3,8,1/4,5,1/3,1/4,6,9,7,1/3,4,1/6,1/4,1/2,9,3,1,1,4,1/5,1/6,1/6,1,1/4,8,6,1/6,9,1/3,1/2,1/3,9,1/8,1/7,1/6,9,1/6,2,9,3,1/4,6,5,8,4,6,5,4,3,1,1/9,9,2,5,2,1/5,1/9,1/2,1/3,1/6,4,1/7,1/6,4 ; 15 ; 0.0753,0.0297,0.038,0.0809,0.0811,0.0612,0.0413,0.0971,0.2252,0.0564,0.0331,0.0463,0.0442,0.0638,0.0263 ; 0.0753,0.0297,0.038,0.0809,0.0811,0.0612,0.0413,0.0971,0.2252,0.0564,0.0331,0.0463,0.0442,0.0638,0.0263 ; 7.60459 ; 7.60459 ; 7.6046 ; 1 
9837 ; 0 ; 1,1/8,1/6,4,1/9,1/6 ; 4 ; 0.0583,0.0914,0.1068,0.7435 ; 0.0583,0.0914,0.1068,0.7435 ; 0.4298126 ; 0.4298126 ; 0.4298 ; 1 
9838 ; 0 ; 4,1,7 ; 3 ; 0.6816,0.2416,0.0768 ; 0.6816,0.2416,0.0768 ; 0.9071505 ; 0.9071505 ; 0.9072 ; 1 
9839 ; 0 ; 7,1/7,1/7,1/6,6,8,1/5,1/8,1/4,5 ; 5 ; 0.1056,0.1764,0.1147,0.2024,0.401 ; 0.1056,0.1764,0.1147,0.2024,0.401 ; 8.573423 ; 8.573423 ; 8.5734 ; 1 
9840 ; 0 ; 1/5,2,5,1/8,1/2,1/7,7,4,3,1/7,5,2,8,1,1/7,4,2,7,7,7,1/6,6,1,8,2,1,1/9,1/5,1/7,8,7,1/7,1/3,9,1,8,1,6,1/2,1/3,8,1,2,1/2,1/2,1/5,1,2,6,1,1/7,1/9,1/2,1/4,9,7,3,3,7,1/8,1,1/9,7,1/5,1/9,6,6,9,1,1/3,6,8,1/4,3,6,1/5,4,1,1/8,1/2,1/4,7,1/5,3,1/6,1/4,1/6,1/7,1/4,1/3,1/5,9,1/3,1/3,4,6,7,1,1/2,3,3,3,2,1/9,1/3 ; 15 ; 0.0564,0.0661,0.0729,0.1026,0.0551,0.034,0.0711,0.0494,0.0401,0.0377,0.1506,0.0345,0.0403,0.0371,0.1522 ; 0.0564,0.0661,0.0729,0.1026,0.0551,0.034,0.0711,0.0494,0.0401,0.0377,0.1506,0.0345,0.0403,0.0371,0.1522 ; 6.956581 ; 6.956581 ; 6.9566 ; 1 
9841 ; 0 ; 1/7,3,1/7,1/7,2,1/5,5,1/9,8,1,1/4,2,4,1/7,1/7,1/8,1/6,9,1/7,1,1/2,1/2,4,3,1/4,6,7,1/2,4,1/6,3,1/7,5,1/8,3,6,3,1,1/2,3,2,1/8,5,3,8,2,8,5,5,2,9,2,1/3,2,2 ; 11 ; 0.0366,0.0366,0.1658,0.0492,0.226,0.0802,0.1318,0.1186,0.0746,0.028,0.0526 ; 0.0366,0.0366,0.1658,0.0492,0.226,0.0802,0.1318,0.1186,0.0746,0.028,0.0526 ; 4.381201 ; 4.381201 ; 4.3812 ; 1 
9842 ; 0 ; 2,8,1/4,2,7,1/5,5,6,6,1/9,5,1/4,2,1/7,8,5,1,1/3,8,5,6,1/7,3,6,1/3,5,1,1/7,5,1/6,5,1,9,2,1/2,1/5 ; 9 ; 0.2236,0.0739,0.1021,0.1244,0.0863,0.1595,0.0829,0.0957,0.0515 ; 0.2236,0.0739,0.1021,0.1244,0.0863,0.1595,0.0829,0.0957,0.0515 ; 6.949284 ; 6.949284 ; 6.9493 ; 1 
9843 ; 0 ; 9,1/7,1/4,1/2,8,1,1/8,4,4,1/6,1,6,4,1/8,8,8,1/2,6,1/2,3,1/9,3,1/7,7,4,4,1,1/8,1/4,7,1/9,3,1/4,2,1/9,2,1/9,8,1/2,1/5,1/2,1/2,1/6,9,8,1/6,1/3,1/8,5,1/4,5,5,4,1/8,1,8,1/7,9,2,1/9,7,8,1/3,9,1/5,1/7,1/3,1/2,6,2,1/2,1/2,1/7,1/5,1/3,9,6,1/2,7,1,1/2,6,3,2,9,4,9,1,1/6,1/2,1/2 ; 14 ; 0.0747,0.0493,0.0515,0.0497,0.0591,0.0543,0.0681,0.0551,0.1016,0.1301,0.1575,0.0482,0.0415,0.0592 ; 0.0747,0.0493,0.0515,0.0497,0.0591,0.0543,0.0681,0.0551,0.1016,0.1301,0.1575,0.0482,0.0415,0.0592 ; 8.992918 ; 8.992918 ; 8.9929 ; 1 
9844 ; 0 ; 2,8,8 ; 3 ; 0.6033,0.3376,0.0591 ; 0.6033,0.3376,0.0591 ; 0.04232287 ; 0.04232287 ; 0.0423 ; 1 
9845 ; 0 ; 5,5,2,3,1/3,3,1/5,1/8,7,4,1/5,6,3,3,9,5,4,1/2,3,1/7,1/8,1/6,1/8,4,8,4,1/6,8,1/6,1/4,1/8,7,1/6,4,1/2,1/4,2,4,7,1/4,1/9,7,1/2,1/5,1/7,1/3,1/2,1/2,7,1/6,2,4,1/4,1/7,1/7,1/6,1/5,4,4,1/7,1/2,3,9,1/8,7,9,2,8,8,1/2,1/7,3,7,1,3,1/2,1/9,6,1/3,5,1/5,1/3,1/8,1/8,1,1/2,1,1/6,2,5,1/5,8,1/4,9,4,5,1/9,1/4,1/6,1/9,8,5,1/5,1/9,6 ; 15 ; 0.0954,0.0482,0.0477,0.0423,0.051,0.1576,0.0548,0.0549,0.0819,0.1075,0.049,0.0506,0.0538,0.0431,0.0622 ; 0.0954,0.0482,0.0477,0.0423,0.051,0.1576,0.0548,0.0549,0.0819,0.1075,0.049,0.0506,0.0538,0.0431,0.0622 ; 8.796674 ; 8.796674 ; 8.7967 ; 1 
9846 ; 0 ; 6,5,1,1/2,8,1,3,8,1/9,8,1/7,5,6,8,9,8,1/5,5,6,2,7,1,1/6,5,1/3,1,6,4,1/4,1/7,9,1/8,1/7,1/3,9,1/4,1/8,3,4,1/8,6,6,1/4,1/4,1,7,8,4,1/4,1/4,3,5,7,1/4,2,2,4,5,5,7,6,1/2,1/3,1/9,1/9,2,3,7,1/4,1/8,1/4,6,1/4,5,1,1/9,1,2,3,3,1/4,1/3,7,1/3,5,1/2,2,1/5,5,1/2,8 ; 14 ; 0.0955,0.1173,0.0489,0.0551,0.0859,0.0775,0.0434,0.0749,0.056,0.0741,0.0679,0.0601,0.0711,0.0723 ; 0.0955,0.1173,0.0489,0.0551,0.0859,0.0775,0.0434,0.0749,0.056,0.0741,0.0679,0.0601,0.0711,0.0723 ; 9.064903 ; 9.064903 ; 9.0649 ; 1 
9847 ; 0 ; 1,1,1,3,8,4,1/8,1/3,3,1/4,1/5,1,1/2,1/4,1/9,4,2,5,3,1/6,1/9,1/4,1/6,1/5,1/9,5,1/9,7,1/2,1/9,1/3,5,1/8,1/5,1/7,7,1/4,1/2,1/5,2,9,7,1/5,8,6 ; 10 ; 0.1444,0.0805,0.0646,0.0497,0.0755,0.0911,0.1362,0.1558,0.1212,0.0812 ; 0.1444,0.0805,0.0646,0.0497,0.0755,0.0911,0.1362,0.1558,0.1212,0.0812 ; 8.417487 ; 8.417487 ; 8.4175 ; 1 
9848 ; 0 ; 7,1/2,1/8,1/4,1,2,7,1/5,2,5,1/3,6,2,2,4,4,1/9,5,2,1/9,1/3,1/4,1/4,1/7,1/9,1,7,1/8,3,1/2,7,2,5,5,1/3,1/7,4,1/3,8,8,1/3,1/9,1,8,7,1/9,1/9,1/9,7,5,9,1/8,2,1/3,1,1,1/4,6,1/7,8,1/6,8,1/9,1/6,1/6,1/2,1/3,4,7,1/8,8,1/8,1/7,1/4,1/6,4,1/8,1/8 ; 13 ; 0.1094,0.0546,0.0671,0.09,0.0538,0.1081,0.0453,0.057,0.0972,0.0531,0.0729,0.0538,0.1376 ; 0.1094,0.0546,0.0671,0.09,0.0538,0.1081,0.0453,0.057,0.0972,0.0531,0.0729,0.0538,0.1376 ; 10.10038 ; 10.10038 ; 10.1004 ; 1 
9849 ; 0 ; 6,2,1,1/5,4,1/5 ; 4 ; 0.5942,0.099,0.1302,0.1766 ; 0.5942,0.099,0.1302,0.1766 ; 1.25251 ; 1.25251 ; 1.2525 ; 1 
9850 ; 0 ; 2,4,1/8,4,1/3,9,8,2,3,1/6,8,4,8,1/7,1/2,1/7,1/7,1/7,9,8,6,7,5,1/5,4,8,1/8,7 ; 8 ; 0.1191,0.1548,0.0412,0.4634,0.0806,0.0483,0.0488,0.0436 ; 0.1191,0.1548,0.0412,0.4634,0.0806,0.0483,0.0488,0.0436 ; 3.948754 ; 3.948754 ; 3.9488 ; 1 
9851 ; 0 ; 2,8,2,1/9,1/2,1/8,5,5,1/4,3,8,1/7,1/4,1,1,1/4,1/4,4,4,6,6,2,1/8,3,7,2,2,1/7,3,1/5,7,2,1/5,6,5,7,9,1/9,1/8,1/8,1/5,9,1/8,1/3,1/5,1/8,3,1/7,1/8,1,3,1/8,1,4,1/6 ; 11 ; 0.0724,0.1089,0.0655,0.0879,0.0604,0.0732,0.0596,0.0431,0.1244,0.161,0.1436 ; 0.0724,0.1089,0.0655,0.0879,0.0604,0.0732,0.0596,0.0431,0.1244,0.161,0.1436 ; 8.447344 ; 8.447344 ; 8.4473 ; 1 
9852 ; 0 ; 1/7,1/9,1/8,1/3,1/5,1/5,1/3,1/8,1,1/7,5,8,9,1/2,1/8,2,1/2,5,1/6,1/4,1/7,1/6,6,1,7,3,1/3,6 ; 8 ; 0.0246,0.07,0.1023,0.0492,0.567,0.0838,0.0613,0.0417 ; 0.0246,0.07,0.1023,0.0492,0.567,0.0838,0.0613,0.0417 ; 2.008749 ; 2.008749 ; 2.0087 ; 1 
9853 ; 0 ; 1/8,1/5,1/4,7,1/5,1/2,1/7,3,1/8,1/2,8,8,1/8,7,6,1/3,1,7,1,4,1/4,1/2,1/5,1/2,1/7,1/3,2,3 ; 8 ; 0.0547,0.078,0.3319,0.1279,0.0582,0.0922,0.1126,0.1446 ; 0.0547,0.078,0.3319,0.1279,0.0582,0.0922,0.1126,0.1446 ; 5.282472 ; 5.282472 ; 5.2825 ; 1 
9854 ; 0 ; 1/5,1/8,8,4,1/2,6,5,1/9,2,1/4,6,1/5,1/9,1/5,5,1/2,1/4,6,1/7,5,1/3,9,5,1,4,1/8,1/4,1/5 ; 8 ; 0.122,0.06,0.2184,0.0925,0.2136,0.0654,0.1534,0.0747 ; 0.122,0.06,0.2184,0.0925,0.2136,0.0654,0.1534,0.0747 ; 6.973196 ; 6.973196 ; 6.9732 ; 1 
9855 ; 0 ; 7,1/6,1/8,5,1/9,1/6,1/7,1/2,5,5,2,1/9,3,7,1/5,1/7,1/6,1/9,1,1/6,1/3,1/3,5,1/6,1/4,1/3,1,6,1/6,1/5,1/6,1/8,9,6,1/8,1/5 ; 9 ; 0.0556,0.0886,0.0602,0.1336,0.1359,0.1164,0.1248,0.126,0.1587 ; 0.0556,0.0886,0.0602,0.1336,0.1359,0.1164,0.1248,0.126,0.1587 ; 9.540111 ; 9.540111 ; 9.5401 ; 1 
9856 ; 0 ; 3,9,6,1/3,1/2,8,1/2,3,7,4,8,4,2,1/6,1/8,4,1/8,1,1,2,8,1/5,1/9,5,4,1/4,9,5,1/8,1/3,1,1,1/3,1/9,4,1/4,1/2,7,1/6,2,3,1/6,7,1/2,1/9,1/5,1/8,4,6,7,1/5,1/7,4,1/9,2 ; 11 ; 0.3435,0.054,0.0469,0.0474,0.0625,0.0687,0.0701,0.078,0.0423,0.1146,0.0721 ; 0.3435,0.054,0.0469,0.0474,0.0625,0.0687,0.0701,0.078,0.0423,0.1146,0.0721 ; 6.0873 ; 6.0873 ; 6.0873 ; 1 
9857 ; 0 ; 6,8,1,1/3,1/9,6,8,1,2,1/7,6,8,5,1/4,2 ; 6 ; 0.1389,0.2823,0.0961,0.1546,0.1681,0.1599 ; 0.1389,0.2823,0.0961,0.1546,0.1681,0.1599 ; 8.496774 ; 8.496774 ; 8.4968 ; 1 
9858 ; 0 ; 1/6,1/8,7,6,7,3,1/7,1/2,8,9 ; 5 ; 0.1554,0.2718,0.2587,0.2209,0.0933 ; 0.1554,0.2718,0.2587,0.2209,0.0933 ; 10.23944 ; 10.23944 ; 10.2394 ; 1 
9859 ; 0 ; 1/4,9,1/7 ; 3 ; 0.5888,0.2306,0.1806 ; 0.5888,0.2306,0.1806 ; 7.981003 ; 7.981003 ; 7.981 ; 1 
9860 ; 0 ; 5,3,1/5,1/8,1/6,6,2,1/4,1/4,1/9,9,1/7,6,1/7,1,1/9,6,4,2,1/4,9,5,1/6,9,1/6,1/3,1/5,1/7,9,1/5,3,1/4,1/2,9,2,1/5,1/5,4,2,1/7,1/4,2,1/3,2,4,5,9,1/6,2,6,1,1/4,8,8,1/7,1/4,8,1/3,7,1/5,1/9,6,2,9,9,1/7,7,1,1/8,1/8,1/7,7,5,1/4,6,1/9,1,1/7,1/7,1/6,5,1,1,1/4,1/6,1/8,1/7,1/5,1/2,1/5,3 ; 14 ; 0.0511,0.0593,0.0813,0.1165,0.1306,0.0549,0.0477,0.0482,0.0532,0.0546,0.0575,0.0552,0.0594,0.1304 ; 0.0511,0.0593,0.0813,0.1165,0.1306,0.0549,0.0477,0.0482,0.0532,0.0546,0.0575,0.0552,0.0594,0.1304 ; 9.635024 ; 9.635024 ; 9.635 ; 1 
9861 ; 0 ; 5,2,1/3,6,5,8,1/7,1/2,1/7,1/7,1/2,1/4,1/9,8,1/3,7,1/4,1/7,3,8,1/4,1,7,1/7,1/2,1/5,1/7,6 ; 8 ; 0.1685,0.0506,0.1258,0.1135,0.0996,0.0458,0.1578,0.2383 ; 0.1685,0.0506,0.1258,0.1135,0.0996,0.0458,0.1578,0.2383 ; 6.224842 ; 6.224842 ; 6.2248 ; 1 
9862 ; 0 ; 3,1/7,1/7,6,1/4,2,1/7,1/9,5,5,5,1/4,1/3,1/8,1/2 ; 6 ; 0.088,0.0669,0.3329,0.1038,0.1296,0.2786 ; 0.088,0.0669,0.3329,0.1038,0.1296,0.2786 ; 5.162784 ; 5.162784 ; 5.1628 ; 1 
9863 ; 0 ; 3,1/3,1/5,1/8,1,1/6,1/4,9,5,1/9,4,1/4,1/5,1/2,1/8,1/2,6,3,9,7,2,2,5,5,1/7,1/4,2,6,8,4,2,9,1/5,1/5,4,8,1/5,2,1/2,7,1/9,1/3,4,1/7,1/7 ; 10 ; 0.0411,0.0449,0.5356,0.0656,0.0684,0.0854,0.0262,0.0438,0.0316,0.0575 ; 0.0411,0.0449,0.5356,0.0656,0.0684,0.0854,0.0262,0.0438,0.0316,0.0575 ; 2.63801 ; 2.63801 ; 2.638 ; 1 
9864 ; 0 ; 1/6,2,1/3,1/4,1/7,2,1/4,1/7,1/4,1/3 ; 5 ; 0.0703,0.0688,0.0748,0.2147,0.5715 ; 0.0703,0.0688,0.0748,0.2147,0.5715 ; 0.832011 ; 0.832011 ; 0.832 ; 1 
9865 ; 0 ; 1/7,6,1/8 ; 3 ; 0.3181,0.2641,0.4177 ; 0.3181,0.2641,0.4177 ; 11.7718 ; 11.7718 ; 11.7718 ; 1 
9866 ; 0 ; 1/5,7,1/6,1/7,8,1/7,1/6,1/6,3,1/3,7,1/8,1/7,3,1/8,1/9,6,1/3,5,1/4,5,4,1/2,4,1/9,1/4,1/2,8,1/8,6,1/7,8,9,1/7,1/9,1/8,1/4,1/2,1/8,1/5,8,1/8,5,1/3,1/3 ; 10 ; 0.07,0.0615,0.1672,0.0744,0.0847,0.0739,0.0864,0.0898,0.1444,0.1478 ; 0.07,0.0615,0.1672,0.0744,0.0847,0.0739,0.0864,0.0898,0.1444,0.1478 ; 11.06801 ; 11.06801 ; 11.068 ; 1 
9867 ; 0 ; 1/9,1/2,2,3,4,1/9,1/8,3,5,5,5,1,1,9,1/5 ; 6 ; 0.0512,0.063,0.5956,0.1706,0.0775,0.0421 ; 0.0512,0.063,0.5956,0.1706,0.0775,0.0421 ; 1.700767 ; 1.700767 ; 1.7008 ; 1 
9868 ; 0 ; 1/4,1/8,5,1/6,1/3,1,7,1/7,1/7,1/4,7,5,1,1/3,1/9,1/4,6,8,9,7,1/4,1,1/5,6,1,1/4,1/9,1/9,1/8,5,3,1/6,6,9,7,1/6,1/9,4,1/4,1/3,1/8,1/7,7,7,3 ; 10 ; 0.0607,0.0984,0.2455,0.0388,0.0958,0.0675,0.0978,0.139,0.0903,0.0663 ; 0.0607,0.0984,0.2455,0.0388,0.0958,0.0675,0.0978,0.139,0.0903,0.0663 ; 8.405609 ; 8.405609 ; 8.4056 ; 1 
9869 ; 0 ; 1/3,1/8,1/4,1/5,7,1/5,8,5,1/6,4,7,1/6,9,1/6,1/5,4,1/4,1/2,1/3,1/5,3,1/4,1/5,8,2,9,4,1/3,1/9,1/5,5,5,1/9,1/5,3,1/3,4,6,3,1/5,1/8,1,7,1/7,1/4,1/5,1,1,3,4,1,5,1/9,8,1/2,2,7,1/8,5,1/4,4,8,3,9,4,5,7,1/3,2,8,4,1,7,1/6,1/2,7,3,6,6,1/5,3,5,7,8,1/6,3,9,1/2,1/9,7,2,1/6,1/3,4,4,1/4,1/8,1/3,4,1/2,3,3,1/6,1/2,2 ; 15 ; 0.0513,0.0853,0.0524,0.0573,0.0687,0.1627,0.0956,0.0465,0.0437,0.0695,0.0577,0.0429,0.0804,0.0353,0.0508 ; 0.0513,0.0853,0.0524,0.0573,0.0687,0.1627,0.0956,0.0465,0.0437,0.0695,0.0577,0.0429,0.0804,0.0353,0.0508 ; 7.716635 ; 7.716635 ; 7.7166 ; 1 
9870 ; 0 ; 1/3,1/7,1/2,1/5,1/8,1/9,4,1/9,1/7,8 ; 5 ; 0.045,0.0594,0.0689,0.7315,0.0952 ; 0.045,0.0594,0.0689,0.7315,0.0952 ; 1.083125 ; 1.083125 ; 1.0831 ; 1 
9871 ; 0 ; 1/4,2,1/2,9,1/5,9,1/2,3,1/9,6,1/6,5,6,1/9,4,1/4,1/3,1,1/2,3,7,1/6,5,5,9,1/8,9,1/8,2,1/9,7,1/6,4,1/2,8,6,1/9,2,1/2,1/3,1,1/9,1/6,5,1/5 ; 10 ; 0.0921,0.0876,0.1411,0.064,0.0581,0.0722,0.0421,0.1714,0.159,0.1124 ; 0.0921,0.0876,0.1411,0.064,0.0581,0.0722,0.0421,0.1714,0.159,0.1124 ; 8.676026 ; 8.676026 ; 8.676 ; 1 
9872 ; 0 ; 2,1,7,6,1/9,3,1/8,1/7,8,9,1/5,1/9,1/5,1/3,1/6,1/8,1/2,3,1/8,1/3,8,1,1/8,1/6,4,1/3,1/6,3,1/8,5,6,4,1/3,1/9,5,7,1/3,7,4,1/2,1/4,1/6,1/5,1/7,4,1/7,4,5,1/5,2,1/7,5,5,3,6,5,1/4,4,1/6,8,6,7,8,1/6,7,1/7,1/4,1/5,5,1/2,4,1/9,1,1/7,8,9,1/2,1/8 ; 13 ; 0.0491,0.0492,0.082,0.0707,0.0681,0.1375,0.1386,0.0653,0.0887,0.0445,0.0487,0.0552,0.1024 ; 0.0491,0.0492,0.082,0.0707,0.0681,0.1375,0.1386,0.0653,0.0887,0.0445,0.0487,0.0552,0.1024 ; 9.27868 ; 9.27868 ; 9.2787 ; 1 
